activity_id,viewer_id,movie_id,watch_date,watch_duration_min,completion_pct,platform,rating_given
WA00439,V0445,M003,2024-12-25,54,50,Web,3.8
WA00440,V0159,M012,2024-10-14,98,69,Tablet,4.7
WA00441,V0002,M003,2024-10-31,58,55,Smart TV,2.6
WA00442,V0312,M008,2025-02-05,47,30,Tablet,4.3
WA00443,V0210,M010,2025-03-18,132,88,Tablet,3.1
WA00444,V0143,M010,2024-10-02,121,100,Web,2.9
WA00445,V0075,M003,2024-10-15,45,34,Mobile,7.5
WA00446,V0472,M014,2025-03-04,92,72,Mobile,2.9
WA00447,V0313,M007,2024-11-15,72,66,Web,9.7
WA00448,V0048,M012,2025-02-26,46,34,Smart TV,4.9
WA00449,V0432,M015,2025-01-06,82,84,Mobile,4.7
WA00450,V0270,M003,2024-11-01,90,72,Tablet,6.4
WA00451,V0293,M012,2024-11-23,41,43,Mobile,6.1
WA00452,V0312,M012,2025-03-04,105,84,Smart TV,4.4
WA00453,V0315,M010,2025-03-09,62,46,Tablet,6.4
WA00454,V0453,M011,2025-02-05,81,53,Web,7.8
WA00455,V0239,M004,2024-10-01,34,33,Mobile,8.0
WA00456,V0024,M004,2025-03-07,117,82,Smart TV,5.1
WA00457,V0328,M013,2025-03-13,36,31,Web,7.7
WA00458,V0260,M005,2024-10-18,87,68,Smart TV,8.3
WA00459,V0203,M002,2025-03-25,96,73,Mobile,8.7
WA00460,V0470,M004,2024-12-24,121,91,Tablet,8.5
WA00461,V0322,M011,2024-11-04,73,49,Tablet,9.2
WA00462,V0476,M009,2024-12-25,122,82,Mobile,8.8
WA00463,V0010,M005,2025-02-22,127,98,Web,6.8
WA00464,V0144,M006,2024-12-30,48,49,Mobile,5.0
WA00465,V0293,M007,2025-03-10,80,51,Tablet,3.9
WA00466,V0140,M002,2024-12-18,44,34,Tablet,3.2
WA00467,V0425,M015,2024-11-30,119,87,Smart TV,4.1
WA00468,V0402,M005,2024-11-14,80,77,Mobile,8.3
WA00469,V0013,M015,2024-10-24,137,94,Tablet,9.3
WA00470,V0376,M003,2024-11-18,121,91,Smart TV,8.3
WA00471,V0106,M003,2024-10-26,71,46,Mobile,5.9
WA00472,V0160,M012,2025-02-11,31,30,Mobile,7.7
WA00473,V0456,M010,2024-10-23,117,89,Mobile,3.3
WA00474,V0296,M013,2025-03-18,41,32,Smart TV,7.3
WA00475,V0147,M004,2024-12-22,62,54,Smart TV,6.5
WA00476,V0077,M013,2025-01-21,67,64,Web,4.6
WA00477,V0106,M001,2025-03-09,66,43,Smart TV,6.6
WA00478,V0088,M005,2024-11-06,76,61,Mobile,4.8
WA00479,V0026,M015,2024-12-26,136,86,Web,2.7
WA00480,V0197,M015,2025-03-22,41,43,Mobile,3.1
WA00481,V0160,M007,2024-11-15,110,75,Smart TV,8.6
WA00482,V0499,M012,2025-03-21,63,40,Tablet,6.8
WA00483,V0234,M002,2025-03-28,62,42,Smart TV,7.6
WA00484,V0486,M012,2025-01-28,88,59,Web,3.6
WA00485,V0201,M015,2025-03-07,93,76,Web,7.7
WA00486,V0250,M011,2024-12-24,115,88,Mobile,3.0
WA00487,V0434,M002,2024-12-29,134,89,Web,4.6
WA00488,V0053,M006,2025-03-04,100,95,Tablet,8.6
WA00489,V0406,M013,2024-10-28,51,39,Smart TV,6.5
WA00490,V0318,M007,2025-03-01,85,60,Web,6.6
WA00491,V0107,M008,2025-01-07,71,73,Tablet,8.4
WA00492,V0356,M007,2025-02-23,131,99,Web,3.8
WA00493,V0304,M011,2024-10-20,66,44,Tablet,4.9
WA00494,V0490,M002,2025-01-22,77,69,Tablet,3.0
WA00495,V0254,M002,2025-03-25,97,71,Mobile,3.2
WA00496,V0339,M014,2024-11-05,43,48,Web,5.9
WA00497,V0106,M005,2025-01-08,80,55,Smart TV,4.7
WA00498,V0368,M013,2025-03-23,108,85,Smart TV,9.9
WA00499,V0434,M010,2024-10-03,125,81,Web,8.9
WA00500,V0001,M001,2025-01-03,57,36,Smart TV,3.3
WA00501,V0360,M005,2024-10-08,102,85,Tablet,7.2
WA00502,V0223,M012,2025-01-06,109,78,Web,7.5
WA00503,V0432,M008,2024-11-05,90,79,Smart TV,8.8
WA00504,V0006,M003,2024-12-13,49,47,Mobile,7.4
WA00505,V0044,M003,2025-02-02,68,47,Web,7.3
WA00506,V0233,M007,2025-01-25,76,53,Tablet,6.6
WA00507,V0096,M008,2025-01-07,78,58,Tablet,7.0
WA00508,V0138,M010,2025-02-05,112,94,Tablet,9.4
WA00509,V0291,M010,2025-01-02,31,34,Tablet,7.8
WA00510,V0073,M002,2025-02-26,60,40,Smart TV,6.0
WA00511,V0242,M002,2025-02-11,61,61,Mobile,7.6
WA00512,V0463,M009,2025-02-26,46,36,Smart TV,6.5
WA00513,V0464,M001,2025-01-29,140,95,Tablet,6.8
WA00514,V0149,M006,2025-01-16,90,67,Web,2.8
WA00515,V0032,M015,2025-03-02,80,63,Tablet,6.8
WA00516,V0147,M010,2024-10-14,41,33,Tablet,3.1
WA00517,V0068,M009,2024-10-20,77,62,Smart TV,4.6
WA00518,V0466,M005,2024-10-04,54,52,Web,7.4
WA00519,V0249,M006,2024-11-14,73,60,Web,8.5
WA00520,V0496,M014,2024-10-09,53,40,Web,7.0
WA00521,V0395,M014,2024-11-09,125,82,Tablet,4.3
WA00522,V0296,M008,2025-03-13,62,56,Smart TV,2.9
WA00523,V0238,M005,2024-10-30,48,51,Tablet,6.1
WA00524,V0350,M008,2025-02-14,92,78,Tablet,6.1
WA00525,V0148,M003,2025-02-13,44,31,Tablet,5.4
WA00526,V0470,M006,2025-02-13,39,42,Smart TV,9.7
WA00527,V0139,M007,2025-03-06,89,72,Smart TV,8.5
WA00528,V0396,M005,2025-03-17,124,89,Web,8.0
WA00529,V0347,M010,2024-11-19,113,73,Web,4.8
WA00530,V0007,M001,2025-03-22,34,38,Tablet,3.2
WA00531,V0113,M002,2025-03-25,108,74,Smart TV,4.4
WA00532,V0481,M001,2024-10-07,37,37,Web,9.6
WA00533,V0439,M011,2024-11-01,43,41,Web,5.3
WA00534,V0357,M013,2025-03-15,49,44,Web,4.4
WA00535,V0473,M008,2025-03-19,87,88,Smart TV,8.3
WA00536,V0083,M012,2025-03-20,81,62,Mobile,4.6
WA00537,V0031,M001,2025-01-06,100,72,Smart TV,9.7
WA00538,V0252,M005,2024-11-15,55,38,Web,7.1
WA00539,V0074,M003,2025-03-15,65,43,Tablet,4.1
WA00540,V0053,M011,2024-10-28,91,63,Mobile,3.0
WA00541,V0460,M010,2024-12-04,47,32,Tablet,3.6
WA00542,V0137,M011,2024-10-01,74,79,Web,7.8
WA00543,V0363,M015,2025-01-09,85,95,Tablet,6.1
WA00544,V0002,M007,2024-10-18,92,58,Tablet,9.7
WA00545,V0479,M014,2025-02-01,102,98,Smart TV,5.0
WA00546,V0188,M005,2025-01-11,39,41,Smart TV,3.1
WA00547,V0284,M008,2024-12-14,59,52,Mobile,9.8
WA00548,V0459,M011,2024-11-18,101,79,Mobile,7.2
WA00549,V0377,M006,2025-02-02,86,86,Web,3.5
WA00550,V0200,M004,2024-10-07,110,92,Mobile,8.4
WA00551,V0495,M011,2024-12-18,149,98,Tablet,9.7
WA00552,V0173,M001,2024-10-10,49,37,Mobile,5.5
WA00553,V0482,M004,2025-03-17,137,88,Web,8.1
WA00554,V0251,M004,2024-10-19,45,48,Mobile,6.0
WA00555,V0360,M015,2025-03-08,57,61,Web,2.6
WA00556,V0234,M011,2024-10-13,54,42,Web,8.8
WA00557,V0305,M002,2024-10-28,96,93,Web,3.0
WA00558,V0167,M004,2025-01-18,107,81,Mobile,9.8
WA00559,V0429,M010,2025-02-17,75,71,Web,8.2
WA00560,V0062,M010,2024-11-14,50,38,Smart TV,3.6
WA00561,V0085,M007,2024-11-13,137,100,Tablet,4.3
WA00562,V0406,M010,2024-10-11,44,42,Tablet,8.3
WA00563,V0004,M001,2025-02-02,30,30,Web,9.4
WA00564,V0356,M012,2025-03-16,104,83,Tablet,7.7
WA00565,V0231,M004,2024-11-06,119,96,Tablet,4.3
WA00566,V0368,M003,2025-03-06,49,53,Tablet,7.1
WA00567,V0215,M002,2025-03-10,94,74,Mobile,6.7
WA00568,V0317,M004,2024-10-31,65,42,Smart TV,9.0
WA00569,V0395,M009,2025-02-07,105,89,Web,4.6
WA00570,V0255,M004,2024-10-29,98,90,Web,3.7
WA00571,V0146,M015,2024-10-12,72,76,Web,5.8
WA00572,V0054,M006,2025-03-07,51,35,Mobile,9.4
WA00573,V0264,M003,2024-11-10,85,92,Mobile,3.0
WA00574,V0102,M004,2025-01-22,108,83,Smart TV,4.2
WA00575,V0122,M002,2024-12-23,49,42,Tablet,9.0
WA00576,V0300,M007,2024-11-26,89,90,Tablet,2.9
WA00577,V0092,M007,2024-11-07,102,88,Tablet,5.3
WA00578,V0104,M008,2024-11-19,86,64,Smart TV,3.5
WA00579,V0070,M012,2025-02-23,63,65,Mobile,8.9
WA00580,V0113,M008,2025-01-16,81,73,Smart TV,7.0
WA00581,V0438,M013,2025-03-13,111,100,Web,3.1
WA00582,V0303,M014,2025-02-11,86,57,Tablet,8.8
WA00583,V0127,M005,2024-10-04,87,61,Smart TV,5.8
WA00584,V0214,M004,2025-03-01,32,30,Mobile,2.8
WA00585,V0272,M008,2025-02-07,78,84,Tablet,6.1
WA00586,V0254,M013,2025-03-28,88,87,Web,3.1
WA00587,V0068,M013,2024-10-04,80,57,Smart TV,4.7
WA00588,V0343,M011,2024-10-24,83,91,Smart TV,3.7
WA00589,V0238,M008,2025-02-24,81,88,Web,9.1
WA00590,V0361,M007,2024-11-17,121,89,Mobile,9.0
WA00591,V0017,M002,2025-01-07,128,97,Smart TV,5.7
WA00592,V0404,M005,2025-03-28,89,56,Mobile,7.2
WA00593,V0455,M006,2024-10-15,117,76,Mobile,3.3
WA00594,V0188,M006,2025-01-28,72,76,Web,7.4
WA00595,V0172,M012,2024-10-18,54,47,Web,6.5
WA00596,V0165,M011,2025-01-31,67,58,Smart TV,9.2
WA00597,V0028,M009,2025-03-24,93,65,Mobile,5.3
WA00598,V0425,M008,2025-02-02,149,97,Mobile,6.0
WA00599,V0232,M009,2025-03-23,105,67,Smart TV,8.5
WA00600,V0045,M012,2024-10-17,100,88,Mobile,5.4
WA00601,V0085,M003,2024-12-13,42,43,Smart TV,3.3
WA00602,V0267,M003,2025-02-05,61,56,Mobile,4.7
WA00603,V0178,M011,2025-02-16,95,90,Tablet,5.8
WA00604,V0033,M011,2024-10-06,68,54,Mobile,9.0
WA00605,V0297,M004,2025-02-11,108,82,Smart TV,7.4
WA00606,V0432,M013,2024-12-23,147,97,Tablet,5.9
WA00607,V0405,M010,2024-11-03,65,51,Smart TV,4.2
WA00608,V0181,M006,2024-12-13,46,48,Smart TV,5.9
WA00609,V0147,M003,2025-03-08,107,98,Web,9.8
WA00610,V0122,M014,2025-03-27,54,50,Mobile,2.8
WA00611,V0134,M006,2025-02-25,91,86,Smart TV,3.9
WA00612,V0076,M009,2024-10-09,96,74,Smart TV,5.9
WA00613,V0472,M003,2025-02-14,57,45,Mobile,5.5
WA00614,V0080,M008,2024-11-07,103,70,Mobile,9.8
WA00615,V0243,M009,2025-02-07,88,67,Smart TV,9.8
WA00616,V0174,M013,2025-02-24,92,86,Mobile,8.0
WA00617,V0060,M015,2024-10-11,107,100,Smart TV,2.7
WA00618,V0048,M010,2024-11-26,110,75,Smart TV,2.9
WA00619,V0401,M011,2024-11-19,91,58,Smart TV,4.0
WA00620,V0500,M002,2025-02-15,60,41,Tablet,4.0
WA00621,V0466,M006,2025-03-04,57,37,Smart TV,5.5
WA00622,V0191,M012,2025-01-18,108,79,Mobile,4.6
WA00623,V0111,M006,2024-12-18,60,41,Tablet,8.1
WA00624,V0413,M007,2025-01-22,63,50,Tablet,8.0
WA00625,V0107,M007,2024-11-05,48,48,Smart TV,6.1
WA00626,V0478,M014,2025-02-12,50,38,Tablet,3.2
WA00627,V0090,M007,2025-03-13,102,83,Tablet,7.8
WA00628,V0427,M013,2024-11-05,60,53,Tablet,4.7
WA00629,V0253,M008,2024-10-11,87,68,Tablet,4.2
WA00630,V0154,M013,2024-10-01,68,63,Tablet,3.4
WA00631,V0252,M011,2024-12-13,74,52,Web,2.7
WA00632,V0307,M013,2024-12-10,58,38,Smart TV,6.9
WA00633,V0499,M010,2025-01-20,110,90,Mobile,5.3
WA00634,V0084,M012,2025-02-25,57,63,Mobile,3.6
WA00635,V0084,M008,2025-03-27,80,75,Mobile,4.5
WA00636,V0149,M007,2025-03-12,48,36,Smart TV,6.5
WA00637,V0393,M015,2024-10-20,83,54,Web,8.2
WA00638,V0447,M010,2024-11-12,112,71,Smart TV,8.7
WA00639,V0050,M011,2024-12-17,94,76,Smart TV,8.7
WA00640,V0191,M001,2024-11-05,102,66,Tablet,5.6
WA00641,V0080,M015,2024-11-11,58,57,Web,8.7
WA00642,V0365,M013,2025-02-21,153,98,Mobile,5.6
WA00643,V0473,M015,2024-10-20,47,46,Mobile,6.1
WA00644,V0419,M005,2025-03-26,63,47,Tablet,9.2
WA00645,V0364,M010,2025-02-11,69,52,Smart TV,2.7
WA00646,V0439,M014,2024-10-31,54,46,Web,7.7
WA00647,V0041,M005,2024-11-02,53,46,Tablet,7.7
WA00648,V0397,M013,2024-10-29,31,32,Tablet,8.2
WA00649,V0407,M001,2024-11-20,35,34,Mobile,6.0
WA00650,V0155,M015,2024-12-04,36,38,Mobile,8.2
WA00651,V0095,M013,2024-11-01,63,55,Smart TV,2.7
WA00652,V0083,M003,2024-12-11,100,75,Web,6.3
WA00653,V0112,M002,2024-10-26,88,97,Web,9.7
WA00654,V0474,M003,2025-02-15,37,42,Web,9.4
WA00655,V0226,M014,2025-01-30,72,53,Mobile,3.9
WA00656,V0264,M006,2025-01-06,82,57,Web,5.6
WA00657,V0057,M013,2024-12-20,93,89,Web,6.2
WA00658,V0043,M006,2025-03-30,44,35,Smart TV,6.2
WA00659,V0352,M007,2024-12-12,102,69,Tablet,4.2
WA00660,V0439,M007,2024-12-14,77,54,Mobile,9.2
WA00661,V0007,M013,2025-01-30,71,52,Tablet,7.5
WA00662,V0062,M007,2025-01-21,62,40,Web,5.5
WA00663,V0034,M012,2025-03-01,52,51,Smart TV,9.8
WA00664,V0120,M006,2024-11-21,63,45,Tablet,7.9
WA00665,V0183,M005,2025-02-26,100,81,Tablet,7.5
WA00666,V0076,M007,2025-02-02,100,65,Tablet,3.3
WA00667,V0322,M005,2025-02-03,90,59,Web,2.7
WA00668,V0348,M012,2024-10-14,91,93,Mobile,9.8
WA00669,V0156,M007,2025-03-04,64,49,Mobile,8.2
WA00670,V0104,M011,2025-02-11,136,89,Smart TV,7.5
WA00671,V0176,M008,2025-02-07,121,99,Mobile,9.6
WA00672,V0231,M001,2025-01-19,82,79,Smart TV,8.9
WA00673,V0091,M008,2025-01-26,31,34,Smart TV,9.1
WA00674,V0160,M003,2025-02-03,68,47,Tablet,6.2
WA00675,V0351,M002,2025-02-23,152,100,Tablet,6.1
WA00676,V0201,M014,2024-11-10,56,37,Smart TV,6.2
WA00677,V0165,M007,2025-03-07,89,66,Mobile,2.7
WA00678,V0415,M001,2024-11-02,100,74,Mobile,8.2
WA00679,V0220,M011,2024-12-27,57,42,Smart TV,9.9
WA00680,V0127,M007,2024-12-29,59,61,Web,7.4
WA00681,V0059,M010,2024-10-22,67,69,Smart TV,3.8
WA00682,V0337,M009,2024-12-23,82,88,Tablet,6.8
WA00683,V0357,M015,2025-01-16,39,32,Tablet,6.9
WA00684,V0294,M006,2025-01-05,98,71,Mobile,8.6
WA00685,V0255,M002,2025-03-26,84,73,Smart TV,3.7
WA00686,V0255,M005,2025-01-02,79,55,Mobile,8.8
WA00687,V0025,M009,2024-11-24,79,63,Smart TV,10.0
WA00688,V0304,M007,2024-11-27,42,42,Smart TV,4.6
WA00689,V0108,M010,2025-02-13,126,84,Smart TV,8.5
WA00690,V0222,M011,2024-12-17,104,68,Smart TV,4.0
WA00691,V0344,M007,2024-12-04,136,88,Web,9.1
WA00692,V0296,M011,2025-03-30,82,53,Tablet,4.1
WA00693,V0415,M014,2025-01-28,121,98,Tablet,9.5
WA00694,V0103,M012,2025-03-10,93,96,Smart TV,6.0
WA00695,V0211,M004,2024-11-08,108,85,Smart TV,9.0
WA00696,V0137,M015,2024-10-17,95,82,Smart TV,7.3
WA00697,V0123,M005,2025-03-25,97,81,Mobile,3.6
WA00698,V0249,M001,2024-12-02,114,89,Tablet,5.7
WA00699,V0140,M015,2024-10-10,57,50,Web,2.7
WA00700,V0330,M013,2024-12-11,83,52,Mobile,9.7
WA00701,V0161,M008,2024-10-06,38,40,Smart TV,9.0
WA00702,V0204,M015,2025-01-13,55,41,Web,4.3
WA00703,V0341,M010,2025-02-06,100,96,Smart TV,6.2
WA00704,V0169,M002,2024-11-30,73,70,Tablet,8.5
WA00705,V0074,M012,2024-11-30,82,57,Mobile,3.8
WA00706,V0442,M005,2025-01-21,88,62,Mobile,6.2
WA00707,V0280,M006,2025-03-29,72,70,Tablet,6.1
WA00708,V0244,M004,2024-12-11,82,76,Smart TV,8.7
WA00709,V0354,M001,2025-03-15,33,36,Web,4.4
WA00710,V0274,M007,2024-12-19,61,45,Web,8.9
WA00711,V0155,M007,2024-10-03,86,62,Mobile,9.5
WA00712,V0441,M013,2024-11-30,71,56,Web,9.4
WA00713,V0141,M011,2024-12-21,48,34,Mobile,8.7
WA00714,V0368,M008,2025-01-29,102,72,Tablet,9.1
WA00715,V0260,M014,2024-10-26,69,63,Mobile,5.1
WA00716,V0356,M010,2025-02-18,115,88,Mobile,8.2
WA00717,V0406,M011,2025-03-14,97,86,Web,2.5
WA00718,V0295,M004,2025-03-10,90,70,Mobile,3.3
WA00719,V0406,M004,2025-02-10,86,82,Smart TV,5.9
WA00720,V0352,M014,2024-11-04,63,52,Smart TV,8.5
WA00721,V0094,M004,2024-10-22,110,77,Tablet,9.1
WA00722,V0486,M014,2025-02-24,37,32,Mobile,9.4
WA00723,V0499,M011,2025-03-06,48,41,Tablet,4.0
WA00724,V0317,M012,2024-11-13,77,81,Tablet,7.0
WA00725,V0485,M003,2024-10-23,69,51,Mobile,2.6
WA00726,V0061,M009,2025-01-20,137,93,Web,7.9
WA00727,V0196,M004,2024-12-08,117,93,Web,5.7
WA00728,V0373,M004,2025-03-03,77,66,Web,5.6
WA00729,V0500,M007,2024-11-07,62,67,Smart TV,4.3
WA00730,V0044,M008,2024-12-03,120,88,Mobile,6.0
WA00731,V0366,M014,2024-12-22,79,57,Tablet,7.8
WA00732,V0049,M012,2025-03-02,47,39,Mobile,2.9
WA00733,V0311,M015,2024-11-30,112,75,Mobile,2.5
WA00734,V0203,M009,2025-03-08,93,68,Smart TV,3.5
WA00735,V0134,M015,2025-02-21,49,52,Web,6.3
WA00736,V0046,M015,2024-12-26,68,46,Smart TV,7.8
WA00737,V0161,M007,2024-11-06,54,44,Mobile,9.8
WA00738,V0145,M008,2024-12-11,115,85,Smart TV,7.1
WA00739,V0224,M013,2024-12-07,109,70,Web,4.9
WA00740,V0097,M008,2024-11-08,52,36,Web,2.9
WA00741,V0084,M003,2024-10-10,94,63,Tablet,5.8
WA00742,V0183,M015,2025-02-04,81,86,Tablet,5.9
WA00743,V0048,M002,2024-11-07,77,74,Web,9.0
WA00744,V0289,M003,2024-11-13,99,64,Web,6.9
WA00745,V0472,M001,2025-02-12,93,83,Mobile,4.3
WA00746,V0014,M008,2025-03-23,73,72,Smart TV,7.6
WA00747,V0303,M011,2024-11-01,107,77,Mobile,8.8
WA00748,V0426,M003,2024-10-08,88,88,Tablet,5.9
WA00749,V0497,M005,2025-03-02,64,72,Mobile,7.4
WA00750,V0442,M008,2024-12-23,60,57,Mobile,8.5
WA00751,V0281,M005,2024-12-22,37,39,Tablet,3.2
WA00752,V0046,M005,2024-11-15,97,81,Mobile,8.9
WA00753,V0332,M003,2025-01-08,93,66,Web,3.4
WA00754,V0184,M008,2025-01-19,59,46,Mobile,8.7
WA00755,V0454,M009,2024-11-21,132,87,Tablet,6.1
WA00756,V0388,M010,2025-03-03,59,41,Tablet,8.6
WA00757,V0048,M010,2024-11-17,121,84,Mobile,6.4
WA00758,V0477,M008,2025-03-23,57,49,Tablet,6.5
WA00759,V0240,M011,2025-02-12,67,67,Tablet,3.1
WA00760,V0066,M013,2025-01-31,62,49,Smart TV,8.8
WA00761,V0283,M009,2025-01-18,45,36,Mobile,9.4
WA00762,V0212,M009,2024-10-28,130,84,Mobile,6.0
WA00763,V0131,M012,2025-02-23,91,75,Mobile,8.3
WA00764,V0403,M001,2024-10-30,77,52,Web,8.8
WA00765,V0161,M001,2024-10-22,97,68,Tablet,8.2
WA00766,V0495,M008,2025-03-09,89,73,Web,4.1
WA00767,V0223,M002,2025-03-04,52,43,Mobile,2.5
WA00768,V0236,M002,2024-10-04,101,91,Tablet,9.0
WA00769,V0317,M012,2025-03-04,103,68,Smart TV,7.7
WA00770,V0045,M012,2025-03-22,95,68,Web,3.5
WA00771,V0440,M004,2024-10-29,49,54,Mobile,4.1
WA00772,V0432,M011,2024-11-07,102,85,Web,3.1
WA00773,V0217,M013,2025-01-27,97,90,Mobile,3.4
WA00774,V0242,M015,2024-11-09,134,92,Mobile,8.9
WA00775,V0292,M010,2024-12-02,77,67,Tablet,2.9
WA00776,V0435,M001,2024-10-27,120,83,Tablet,8.0
WA00777,V0250,M010,2025-02-19,43,34,Tablet,6.1
WA00778,V0366,M010,2025-03-06,89,59,Mobile,6.5
WA00779,V0033,M007,2025-02-25,130,100,Smart TV,9.2
WA00780,V0319,M007,2025-01-30,96,93,Smart TV,5.9
WA00781,V0372,M007,2024-10-06,72,66,Web,6.0
WA00782,V0301,M008,2024-11-29,89,58,Smart TV,9.4
WA00783,V0453,M014,2025-03-18,68,46,Smart TV,7.9
WA00784,V0410,M007,2025-01-15,122,90,Web,7.2
WA00785,V0067,M005,2025-03-26,91,91,Web,4.0
WA00786,V0483,M010,2025-02-03,84,83,Tablet,4.8
WA00787,V0184,M004,2025-02-20,30,32,Smart TV,5.2
WA00788,V0414,M003,2024-11-14,52,34,Mobile,5.0
WA00789,V0288,M002,2025-03-08,53,45,Web,6.1
WA00790,V0459,M006,2024-12-30,60,64,Web,8.9
WA00791,V0475,M014,2025-02-09,37,36,Tablet,8.5
WA00792,V0422,M014,2024-10-29,44,43,Mobile,6.3
WA00793,V0467,M003,2025-03-11,58,56,Smart TV,3.7
WA00794,V0376,M005,2025-01-22,143,93,Mobile,3.7
WA00795,V0435,M006,2024-12-25,48,45,Web,5.8
WA00796,V0175,M007,2024-10-02,108,90,Smart TV,6.3
WA00797,V0185,M002,2024-12-08,113,83,Web,3.6
WA00798,V0071,M013,2025-02-13,84,59,Tablet,5.6
WA00799,V0484,M007,2025-01-26,118,76,Mobile,5.8
WA00800,V0044,M013,2024-10-03,59,38,Smart TV,4.9
WA00801,V0202,M013,2024-11-12,53,37,Mobile,7.5
WA00802,V0499,M011,2024-11-08,93,96,Smart TV,5.6
WA00803,V0370,M015,2025-03-24,108,68,Smart TV,9.3
WA00804,V0359,M001,2024-12-11,75,48,Tablet,5.8
WA00805,V0455,M004,2025-02-17,108,74,Tablet,8.3
WA00806,V0276,M015,2024-12-17,34,34,Smart TV,5.4
WA00807,V0146,M012,2024-11-02,154,99,Web,3.2
WA00808,V0388,M009,2024-12-19,113,73,Web,2.7
WA00809,V0427,M015,2025-02-16,73,60,Smart TV,7.9
WA00810,V0133,M009,2024-10-29,74,77,Smart TV,3.4
WA00811,V0153,M013,2025-03-16,91,87,Mobile,5.9
WA00812,V0180,M004,2025-02-26,93,59,Smart TV,4.6
WA00813,V0267,M013,2025-02-24,83,78,Web,3.3
WA00814,V0233,M009,2025-02-27,86,76,Mobile,3.6
WA00815,V0032,M007,2025-01-14,41,41,Tablet,9.2
WA00816,V0190,M008,2024-11-24,57,39,Tablet,6.9
WA00817,V0326,M009,2025-01-10,114,93,Tablet,10.0
WA00818,V0074,M012,2025-02-03,71,50,Web,6.1
WA00819,V0061,M008,2024-11-03,150,97,Web,5.9
WA00820,V0309,M001,2024-11-10,61,45,Tablet,3.3
WA00821,V0268,M006,2025-02-24,44,35,Web,3.4
WA00822,V0249,M005,2025-01-04,85,67,Mobile,8.4
WA00823,V0480,M003,2025-02-28,51,36,Smart TV,9.2
WA00824,V0063,M004,2024-11-16,45,30,Smart TV,3.0
WA00825,V0290,M001,2025-01-15,104,69,Tablet,9.3
WA00826,V0391,M013,2025-01-05,69,46,Web,6.3
WA00827,V0444,M008,2025-01-24,72,49,Smart TV,3.2
WA00828,V0120,M010,2025-03-20,112,79,Tablet,5.0
WA00829,V0331,M001,2025-03-21,94,65,Mobile,9.0
WA00830,V0330,M012,2024-10-07,58,45,Mobile,3.9
WA00831,V0097,M010,2025-02-16,92,96,Tablet,6.3
WA00832,V0493,M001,2024-10-31,83,53,Mobile,4.6
WA00833,V0414,M004,2024-12-02,58,40,Smart TV,5.5
WA00834,V0224,M001,2025-02-03,67,73,Web,5.6
WA00835,V0132,M014,2025-02-13,101,78,Mobile,3.4
WA00836,V0074,M002,2025-02-16,73,66,Web,4.4
WA00837,V0348,M002,2024-11-09,105,82,Web,2.9
WA00838,V0153,M006,2024-11-16,34,37,Tablet,3.2
WA00839,V0193,M003,2025-01-14,82,63,Mobile,2.9
WA00840,V0261,M004,2025-03-02,111,93,Tablet,9.6
WA00841,V0284,M005,2024-10-16,115,89,Tablet,3.0
WA00842,V0138,M001,2025-01-13,38,32,Mobile,4.3
WA00843,V0291,M009,2025-03-16,72,68,Tablet,5.8
WA00844,V0401,M014,2025-03-12,86,56,Web,5.3
WA00845,V0493,M003,2024-12-02,132,84,Tablet,2.8
WA00846,V0001,M014,2025-01-27,64,51,Mobile,9.5
WA00847,V0180,M008,2024-12-09,95,78,Web,6.9
WA00848,V0379,M009,2024-12-12,47,50,Mobile,4.8
WA00849,V0372,M007,2025-03-28,49,47,Smart TV,9.1
WA00850,V0453,M004,2025-03-06,107,70,Smart TV,7.3
WA00851,V0340,M013,2025-01-24,75,61,Smart TV,5.1
WA00852,V0468,M008,2025-03-03,42,32,Web,7.3
WA00853,V0462,M001,2025-03-05,45,30,Mobile,7.5
WA00854,V0276,M007,2025-02-20,121,80,Mobile,8.4
WA00855,V0016,M011,2025-03-16,97,98,Tablet,7.5
WA00856,V0091,M006,2025-01-05,106,79,Mobile,3.4
WA00857,V0114,M006,2024-11-19,45,31,Mobile,8.2
WA00858,V0418,M011,2024-12-31,46,41,Smart TV,8.6
WA00859,V0019,M004,2024-11-29,116,76,Smart TV,6.2
WA00860,V0101,M012,2025-03-30,34,30,Tablet,3.3
WA00861,V0088,M005,2025-02-23,143,93,Web,7.4
WA00862,V0302,M010,2025-03-22,42,38,Web,8.1
WA00863,V0374,M003,2024-12-06,114,96,Smart TV,3.9
WA00864,V0349,M011,2024-10-06,97,62,Tablet,2.5
WA00865,V0222,M007,2025-03-14,68,71,Tablet,4.6
WA00866,V0186,M011,2025-02-10,138,93,Mobile,9.1
WA00867,V0273,M004,2024-10-13,103,83,Tablet,4.9
WA00868,V0451,M007,2024-11-19,52,40,Mobile,9.9
WA00869,V0470,M004,2025-03-26,56,39,Web,4.0
WA00870,V0015,M006,2024-12-19,41,42,Tablet,5.7
WA00871,V0127,M001,2025-03-01,81,62,Mobile,6.1
WA00872,V0407,M006,2024-10-14,126,96,Web,9.6
WA00873,V0321,M013,2025-03-03,61,42,Tablet,6.8
WA00874,V0161,M002,2024-10-16,73,78,Mobile,8.4
WA00875,V0313,M001,2025-01-22,65,68,Tablet,3.0
WA00876,V0436,M011,2024-10-15,64,67,Tablet,5.5
WA00877,V0233,M010,2025-01-14,36,31,Tablet,6.0
